0.000000,0.267699,0.312410,0.357285,0.366763,0.378157,0.392572,0.410213,0.412136,0.412926,0.417304,0.428103,0.428634,0.446581,0.447231,0.450023,0.451583,0.451651,0.452488,0.453143,0.453264,0.459827,0.460986,0.465232,0.465585,0.466684,0.470620,0.471244,0.475438,0.477172,0.480935,0.481234,0.481396,0.481641,0.483785,0.486624,0.493981,0.494344,0.495549,0.499297,0.503012,0.503027,0.503373,0.503555,0.503849,0.504020,0.505606,0.506208,0.507752,0.511682,0.513063,0.513933,0.516539,0.516956,0.517339,0.518146,0.519263,0.519348,0.522122,0.522532,0.523946,0.524438,0.526235,0.526356,0.526508,0.528132,0.528445,0.530052,0.530398,0.530734,0.532062,0.532733,0.533167,0.533674,0.534340,0.535202,0.535924,0.536768,0.536788,0.537046,0.537454,0.537548,0.538188,0.539476,0.539794,0.540281,0.540902,0.541186,0.541929,0.542413,0.542933,0.542996,0.543610,0.543761,0.544336,0.546150,0.546191,0.546607,0.547144,0.547388,0.547479
0.267699,0.000000,0.341873,0.241318,0.367708,0.290953,0.507977,0.494634,0.498796,0.461331,0.519992,0.391738,0.577836,0.575727,0.349109,0.461833,0.430749,0.535793,0.516215,0.423735,0.474375,0.348071,0.437509,0.512571,0.564770,0.536928,0.545800,0.558491,0.574934,0.325476,0.494058,0.498094,0.492400,0.490654,0.345905,0.492694,0.519542,0.542881,0.479903,0.314985,0.442725,0.516943,0.594970,0.511586,0.517396,0.597728,0.525728,0.437839,0.355546,0.621329,0.677052,0.620664,0.488711,0.567508,0.655870,0.432359,0.367860,0.493927,0.464221,0.500704,0.438201,0.550290,0.467771,0.578145,0.548189,0.518481,0.518599,0.543711,0.604445,0.580455,0.568833,0.613239,0.406654,0.337076,0.665357,0.499348,0.504580,0.445293,0.450769,0.428596,0.633202,0.615047,0.604174,0.623962,0.500398,0.593154,0.503264,0.440303,0.563669,0.486062,0.537587,0.492281,0.565079,0.547157,0.614857,0.537992,0.586503,0.554735,0.634739,0.530774,0.557081
0.312410,0.341873,0.000000,0.305198,0.346610,0.199442,0.428473,0.413054,0.459029,0.462524,0.450717,0.408709,0.447754,0.439603,0.448252,0.575786,0.500581,0.486419,0.573983,0.502298,0.567327,0.449513,0.437392,0.501226,0.412634,0.491142,0.519137,0.512413,0.482089,0.457507,0.462355,0.431192,0.496559,0.563751,0.439819,0.416731,0.401026,0.685596,0.540542,0.483216,0.517441,0.499476,0.552376,0.573047,0.599344,0.531710,0.540631,0.444117,0.454041,0.543759,0.627680,0.577229,0.516175,0.516566,0.643432,0.526337,0.459621,0.524885,0.440509,0.591174,0.427930,0.539557,0.601537,0.550716,0.457622,0.568959,0.483539,0.506564,0.543906,0.531394,0.488345,0.651462,0.587054,0.427322,0.610944,0.586217,0.530010,0.461045,0.442058,0.561581,0.655252,0.591555,0.505546,0.565143,0.534417,0.662721,0.531218,0.500774,0.576121,0.433343,0.426301,0.614867,0.578304,0.481036,0.575243,0.609520,0.461612,0.569094,0.625182,0.612820,0.559591
0.357285,0.241318,0.305198,0.000000,0.124743,0.319740,0.370836,0.388671,0.385185,0.409304,0.395749,0.292325,0.415240,0.389692,0.355281,0.513748,0.480683,0.501068,0.633279,0.424418,0.547777,0.248244,0.376780,0.458426,0.490951,0.510195,0.503413,0.463067,0.435430,0.345993,0.475102,0.359219,0.463739,0.608270,0.265654,0.533358,0.320145,0.601974,0.430529,0.353502,0.541193,0.363369,0.465815,0.536212,0.549491,0.464281,0.573760,0.319451,0.335668,0.606882,0.563846,0.512468,0.529883,0.639710,0.603066,0.473345,0.352933,0.422192,0.317893,0.587461,0.407518,0.523594,0.581464,0.392014,0.389961,0.602546,0.540641,0.489531,0.532267,0.563523,0.444230,0.525043,0.597372,0.292350,0.594660,0.520179,0.460430,0.367058,0.429096,0.475473,0.590204,0.610877,0.431961,0.542194,0.345955,0.647846,0.518652,0.512937,0.543562,0.384979,0.396045,0.523189,0.572624,0.410358,0.533872,0.615692,0.473358,0.530404,0.631753,0.555385,0.504833
0.366763,0.367708,0.346610,0.124743,0.000000,0.409637,0.331568,0.406957,0.363092,0.439010,0.375132,0.315497,0.370451,0.373899,0.395163,0.562950,0.541531,0.514703,0.677837,0.363848,0.620441,0.271430,0.393441,0.478008,0.528543,0.502821,0.504390,0.437664,0.449184,0.386626,0.521724,0.378738,0.506635,0.655621,0.359310,0.536283,0.301562,0.632735,0.448099,0.448095,0.584175,0.379277,0.458550,0.582536,0.559691,0.427125,0.632901,0.374238,0.431300,0.622283,0.527820,0.480296,0.554620,0.664398,0.602680,0.554684,0.448384,0.503059,0.392800,0.643250,0.435159,0.516273,0.655119,0.391861,0.392100,0.663736,0.583963,0.500443,0.536713,0.610191,0.432945,0.541384,0.634555,0.398741,0.588984,0.602236,0.465527,0.447141,0.479437,0.536810,0.613678,0.602389,0.430364,0.521102,0.393475,0.655368,0.598291,0.589195,0.594153,0.416186,0.406264,0.581108,0.616280,0.454110,0.510864,0.679840,0.443514,0.534162,0.624277,0.580528,0.526222
0.378157,0.290953,0.199442,0.319740,0.409637,0.000000,0.550009,0.514267,0.531969,0.527375,0.534329,0.436258,0.533922,0.565571,0.473411,0.552962,0.531241,0.512865,0.552889,0.510113,0.528841,0.395837,0.471231,0.558600,0.470264,0.511978,0.551269,0.547786,0.609914,0.395765,0.471537,0.502102,0.501188,0.635631,0.407480,0.515636,0.489329,0.615601,0.570762,0.424793,0.537997,0.533560,0.657497,0.541774,0.651166,0.654451,0.506949,0.508449,0.448602,0.583881,0.719813,0.662637,0.501986,0.552871,0.704002,0.490433,0.358532,0.512585,0.433834,0.559349,0.412924,0.585137,0.602552,0.592155,0.538770,0.567658,0.479612,0.550550,0.585315,0.572348,0.565893,0.674211,0.589705,0.449843,0.656406,0.551654,0.560226,0.440944,0.424765,0.572842,0.674218,0.603832,0.586285,0.619629,0.574350,0.779599,0.510330,0.476743,0.543487,0.437699,0.433490,0.610824,0.601781,0.568171,0.671259,0.561585,0.564390,0.583613,0.647273,0.564425,0.628140
0.392572,0.507977,0.428473,0.370836,0.331568,0.550009,0.000000,0.355780,0.270013,0.550381,0.376371,0.443036,0.220588,0.293251,0.620733,0.552944,0.567501,0.321862,0.674048,0.589024,0.651339,0.550408,0.558895,0.410452,0.524986,0.461538,0.409352,0.403107,0.311368,0.626462,0.566467,0.440698,0.558330,0.567650,0.531972,0.554136,0.374228,0.677094,0.602908,0.648063,0.726252,0.441315,0.324750,0.591394,0.495095,0.333674,0.571155,0.536813,0.634378,0.541806,0.362167,0.440823,0.569715,0.662989,0.400611,0.638761,0.663955,0.630925,0.569292,0.694017,0.658540,0.437917,0.654589,0.348544,0.471821,0.634414,0.587178,0.682942,0.484405,0.478084,0.499374,0.572538,0.722051,0.662099,0.550925,0.663754,0.651121,0.644429,0.653035,0.602760,0.424518,0.522519,0.363506,0.438508,0.386149,0.664433,0.629823,0.693727,0.508799,0.542696,0.537657,0.627557,0.582966,0.400818,0.462356,0.715005,0.495128,0.601536,0.533380,0.675193,0.637788
0.410213,0.494634,0.413054,0.388671,0.406957,0.514267,0.355780,0.000000,0.409369,0.557966,0.304900,0.523562,0.345522,0.327097,0.613637,0.520185,0.573725,0.411901,0.676011,0.627903,0.618929,0.562510,0.592845,0.355123,0.425649,0.435148,0.421678,0.471952,0.153685,0.615594,0.505408,0.480561,0.559493,0.556661,0.558461,0.607696,0.420656,0.748126,0.723613,0.624157,0.687930,0.522045,0.364862,0.571122,0.499215,0.382438,0.553388,0.517323,0.627948,0.445178,0.494751,0.516837,0.574450,0.599424,0.506104,0.599962,0.664723,0.679094,0.521156,0.650390,0.628945,0.471258,0.666851,0.492216,0.477313,0.641799,0.498736,0.653032,0.474265,0.469454,0.539488,0.600559,0.741261,0.674406,0.634564,0.688746,0.696667,0.678321,0.600626,0.598211,0.523498,0.507183,0.482827,0.440992,0.412829,0.577255,0.592859,0.664038,0.455497,0.597418,0.577534,0.613045,0.527516,0.419901,0.380644,0.695636,0.527283,0.690221,0.615207,0.625893,0.688445
0.412136,0.498796,0.459029,0.385185,0.363092,0.531969,0.270013,0.409369,0.000000,0.564165,0.415070,0.497401,0.321239,0.355828,0.592325,0.495903,0.521710,0.375871,0.628160,0.590088,0.604339,0.519497,0.595232,0.462598,0.537973,0.493440,0.395657,0.283856,0.366263,0.573472,0.541929,0.462879,0.495275,0.543856,0.571049,0.561189,0.479451,0.627193,0.650518,0.611847,0.645704,0.444088,0.370923,0.597521,0.403399,0.295762,0.582775,0.587687,0.620894,0.585325,0.406182,0.435328,0.472432,0.663421,0.381870,0.586029,0.661767,0.636890,0.508217,0.683877,0.612921,0.358330,0.679070,0.356270,0.442263,0.653652,0.635398,0.650774,0.472580,0.522526,0.520978,0.549343,0.665053,0.646341,0.594421,0.628815,0.650923,0.670876,0.663475,0.666781,0.372501,0.551276,0.273479,0.443143,0.455121,0.653605,0.657485,0.681431,0.556919,0.540979,0.480469,0.683407,0.578395,0.531573,0.484963,0.709867,0.506272,0.652534,0.451350,0.680477,0.692618
0.412926,0.461331,0.462524,0.409304,0.439010,0.527375,0.550381,0.557966,0.564165,0.000000,0.518417,0.408922,0.566931,0.556007,0.424131,0.620326,0.653785,0.616430,0.649903,0.470017,0.595355,0.481649,0.398981,0.565272,0.627062,0.609326,0.614716,0.630541,0.596076,0.469992,0.614179,0.453915,0.570427,0.663906,0.443310,0.562480,0.503272,0.682931,0.413226,0.242628,0.573611,0.587630,0.649033,0.679654,0.662581,0.616590,0.683818,0.477625,0.494409,0.663931,0.623704,0.647050,0.729310,0.720180,0.697094,0.617408,0.500497,0.518638,0.502286,0.711066,0.441909,0.708268,0.704532,0.584266,0.505621,0.715924,0.633752,0.527388,0.671960,0.707605,0.528641,0.728824,0.655298,0.458104,0.714721,0.616623,0.489204,0.421551,0.438844,0.649962,0.707959,0.707984,0.606563,0.661194,0.608734,0.706358,0.619934,0.655399,0.680376,0.557315,0.560297,0.722127,0.651708,0.531273,0.628876,0.738514,0.532167,0.474886,0.675456,0.612058,0.459283
